"COMPANY","PROMOTER & PROMOTER GROUP (A)","PUBLIC (B)","SHARES UNDERLYING DRS (C1)","SHARES HELD BY EMPLOYEE TRUSTS (C2)","AS ON DATE","ACTION"
"Kellton Tech Solutions Limited","58.97","41.03",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151742_338265_14102020011813_WEB.xml"
"MIRC Electronics Limited","53.36","46.64",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151743_338270_14102020011840_WEB.xml"
"Sri Adhikari Brothers Television Network Limited","22.13","77.87",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151747_338288_14102020012258_WEB.xml"
"LCC Infotech Limited","45.92","54.08",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151748_338290_14102020012312_WEB.xml"
"Bannari Amman Spinning Mills Limited","55.55","44.45",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151749_338292_14102020012319_WEB.xml"
"Naga Dhunseri Group Limited","73.58","26.42",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151750_338301_14102020012535_WEB.xml"
"RKEC Projects Limited","73.98","26.02",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151751_338307_14102020012644_WEB.xml"
"Surya Roshni Limited","62.92","35.82",,"1.26","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151752_338318_14102020012903_WEB.xml"
"Archidply Industries Limited","72.67","27.34",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151755_338329_14102020013149_WEB.xml"
"Adani Power Limited","74.97","25.03",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151756_338353_14102020014213_WEB.xml"
"Bharat Dynamics Limited","74.93","25.07",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151757_338359_14102020014537_WEB.xml"
"Housing Development Finance Corporation Limited","0","100",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151758_338370_14102020014745_WEB.xml"
"Mishra Dhatu Nigam Limited","74","26",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151759_338379_14102020015015_WEB.xml"
"Punjab & Sind Bank","83.06","16.94",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151760_338383_14102020015227_WEB.xml"
"Thyrocare Technologies Limited","66.11","33.89",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151761_338409_14102020020247_WEB.xml"
"Gujarat Narmada Valley Fertilizers and Chemicals Limited","41.18","58.81",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151762_338412_14102020020350_WEB.xml"
"Essar Shipping Limited","74.37","25.63",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151763_338428_14102020020926_WEB.xml"
"Ujjivan Financial Services Limited","0","100",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151765_338446_14102020021530_WEB.xml"
"Hindustan Motors Limited","32.34","67.66",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151766_338467_14102020022016_WEB.xml"
"Globe International Carriers Limited","74.17","25.81",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151767_338473_14102020022057_WEB.xml"
"SREI Infrastructure Finance Limited","60.8","39.2",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151768_338484_14102020022406_WEB.xml"
"Marksans Pharma Limited","48.25","51.75",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151769_338526_14102020023202_WEB.xml"
"Vaibhav Global Limited","58.34","41.55",,"0.11","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151770_338538_14102020023434_WEB.xml"
"Titan Company Limited","52.9","47.1",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151771_338594_14102020024822_WEB.xml"
"Radaan Mediaworks India Limited","51.42","48.58",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151772_338599_14102020024853_WEB.xml"
"Indian Overseas Bank","95.84","4.16",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151773_338601_14102020024859_WEB.xml"
"Sobha Limited","51.99","48.01",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151775_338635_14102020025849_WEB.xml"
"LIC Housing Finance Limited","40.31","59.69",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151777_338644_14102020030227_WEB.xml"
"Apollo Pipes Limited","52.03","47.97",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151778_338649_14102020030439_WEB.xml"
"Cosmo Films Limited","44.15","53.56",,"2.3","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151781_338662_14102020030629_WEB.xml"
"Rajnandini Metal Limited","73.23","26.76",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151782_338671_14102020030821_WEB.xml"
"Hitech Corporation Limited","74.43","25.57",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151783_338700_14102020031154_WEB.xml"
"Gujarat Alkalies and Chemicals Limited","46.28","53.72",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151786_338727_14102020031840_WEB.xml"
"TIL Limited","56.3","43.7",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151787_338729_14102020031901_WEB.xml"
"Sanwaria Consumer Limited","54.1","45.9",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151788_338746_14102020032210_WEB.xml"
"Kirloskar Oil Engines Limited","59.44","40.56",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151789_338748_14102020032235_WEB.xml"
"Ircon International Limited","89.18","10.82",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151790_338764_14102020032502_WEB.xml"
"Praxis Home Retail Limited","61.74","38.26",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151791_338766_14102020032522_WEB.xml"
"Jaypee Infratech Limited","60.98","39.02",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151793_338830_14102020034001_WEB.xml"
"Greenpanel Industries Limited","53.1","46.9",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151794_338833_14102020034020_WEB.xml"
"Kaya Limited","59.93","40.07",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151796_338850_14102020034302_WEB.xml"
"Shriram EPC Limited","28.76","71.24",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151797_338856_14102020034347_WEB.xml"
"Oriental Carbon & Chemicals Limited","51.76","48.24",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151798_338869_14102020034600_WEB.xml"
"Adani Gas Limited","74.8","25.2",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151800_338883_14102020034858_WEB.xml"
"eClerx Services Limited","53.81","43.66",,"2.53","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151801_338901_14102020035146_WEB.xml"
"JSW Holdings Limited","61.42","38.3",,"0.28","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151802_338914_14102020035458_WEB.xml"
"Power & Instrumentation (Gujarat) Limited","69.59","30.42",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151805_338943_14102020040344_WEB.xml"
"Blue Star Limited","38.76","61.24",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151806_338953_14102020040522_WEB.xml"
"Ambani Organics Limited","72.67","27.34",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151809_338976_14102020040905_WEB.xml"
"Kabra Extrusion Technik Limited","57.84","42.16",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151810_338987_14102020041013_WEB.xml"
"Banswara Syntex Limited","58.87","41.13",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151811_338990_14102020041031_WEB.xml"
"Cantabil Retail India Limited","74.23","25.78",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151812_338993_14102020041059_WEB.xml"
"Aban Offshore Limited","46","54",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151814_339011_14102020041320_WEB.xml"
"The Andhra Sugars Limited","47.03","52.97",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151815_339019_14102020041500_WEB.xml"
"CREDITACCESS GRAMEEN LIMITED","79.87","20.13",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151816_339025_14102020041613_WEB.xml"
"Alkem Laboratories Limited","62.43","37.57",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151817_339029_14102020041623_WEB.xml"
"Gulshan Polyols Limited","68.2","31.2",,"0.59","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151818_339035_14102020041703_WEB.xml"
"Innovative Tyres and Tubes Limited","24.82","75.18",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151819_339041_14102020041723_WEB.xml"
"Shree Digvijay Cement Co.Ltd","56.96","43.04",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151820_339053_14102020042004_WEB.xml"
"Signet Industries Limited","71.99","28.01",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151822_339108_14102020042816_WEB.xml"
"Shanti Overseas (India) Limited","74.96","25.04",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151823_339160_14102020044316_WEB.xml"
"Salzer Electronics Limited","35.74","64.26",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151824_339169_14102020044433_WEB.xml"
"Cords Cable Industries Limited","51.64","48.36",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151825_339171_14102020044438_WEB.xml"
"Gabriel India Limited","52.75","47.25",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151826_339176_14102020044638_WEB.xml"
"TTK Healthcare Limited","74.56","25.44",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151827_339200_14102020044934_WEB.xml"
"Nucleus Software Exports Limited","67.59","32.41",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151829_339215_14102020045045_WEB.xml"
"National Steel And Agro Industries Limited","49.85","50.15",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151830_339216_14102020045046_WEB.xml"
"Power Mech Projects Limited","62.58","37.42",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151831_339227_14102020045151_WEB.xml"
"Karur Vysya Bank Limited","2.11","97.88",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151832_339230_14102020045223_WEB.xml"
"Suven Life Sciences Limited","60","40",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151833_339243_14102020045428_WEB.xml"
"The Orissa Minerals Development Company Limited","50.01","49.99",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151834_339281_14102020050247_WEB.xml"
"Megasoft Limited","7.24","92.76",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151835_339290_14102020050358_WEB.xml"
"Eastern Silk Industries Limited","51.28","48.72",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151837_339320_14102020050838_WEB.xml"
"Power Grid Corporation of India Limited","51.34","48.66",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151838_339323_14102020050908_WEB.xml"
"Solar Industries India Limited","73.15","26.85",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151839_339356_14102020051404_WEB.xml"
"Datamatics Global Services Limited","74.29","25.71",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151840_339360_14102020051519_WEB.xml"
"HeidelbergCement India Limited","69.39","30.61",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151842_339368_14102020051606_WEB.xml"
"Aditya Birla Capital Limited","70.47","29.51",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151844_339394_14102020052009_WEB.xml"
"Compucom Software Limited","74.23","25.77",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151845_339410_14102020052521_WEB.xml"
"TVS Srichakra Limited","45.36","54.64",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151846_339431_14102020052837_WEB.xml"
"Onward Technologies Limited","61.84","38.16",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151847_339435_14102020052926_WEB.xml"
"Avenue Supermarts Limited","74.99","25.01",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151848_339440_14102020053121_WEB.xml"
"Oil & Natural Gas Corporation Limited","60.41","39.59",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151849_339443_14102020053139_WEB.xml"
"Aavas Financiers Limited","50.16","49.84",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151853_339465_14102020053815_WEB.xml"
"Jubilant Foodworks Limited","41.94","57.87",,"0.19","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151854_339508_14102020054721_WEB.xml"
"Central Bank of India","89.78","10.22",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151855_339533_14102020055214_WEB.xml"
"INOX Leisure Limited","51.89","47.93",,"0.18","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151856_339537_14102020055237_WEB.xml"
"FCS Software Solutions Limited","19.65","80.35",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151857_339546_14102020055342_WEB.xml"
"Gujarat Mineral Development Corporation Limited","74","25.99",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151858_339551_14102020055421_WEB.xml"
"Healthcare Global Enterprises Limited","66.91","33.09",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151859_339553_14102020055438_WEB.xml"
"Xchanging Solutions Limited","75","25",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151861_339570_14102020055749_WEB.xml"
"EBIXCASH WORLD MONEY INDIA LIMITED","89.94","10.06",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151864_339630_14102020061100_WEB.xml"
"Bharat Road Network Limited","53.76","46.24",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151865_339668_14102020061938_WEB.xml"
"Kolte - Patil Developers Limited","74.45","25.55",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151866_339713_14102020063207_WEB.xml"
"Biofil Chemicals & Pharmaceuticals Limited","46.82","53.18",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151867_339717_14102020063243_WEB.xml"
"Summit Securities Limited","74.65","25.35",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151868_339786_14102020064615_WEB.xml"
"VIP Clothing Limited","52.96","47.04",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151869_339808_14102020065210_WEB.xml"
"Hindustan Petroleum Corporation Limited","51.11","48.89",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151870_339822_14102020065728_WEB.xml"
"IIFL Finance Limited","24.99","75.01",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151871_339841_14102020070413_WEB.xml"
"Gokaldas Exports Limited","33.17","66.83",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151872_339873_14102020070950_WEB.xml"
"SKS Textiles Limited","71.92","28.08",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151874_339966_14102020074200_WEB.xml"
"Gujarat Pipavav Port Limited","44.01","55.99",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151875_340058_14102020084018_WEB.xml"
"Mahindra EPC Irrigation Limited","54.51","45.49",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151876_340072_14102020085328_WEB.xml"
"Plastiblends India Limited","63.83","36.17",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151878_340225_14102020111526_WEB.xml"
"Raj Television Network Limited","71.42","28.58",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151880_340292_15102020080841_WEB.xml"
"Tata Teleservices (Maharashtra) Limited","74.36","25.64",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151881_340304_15102020094313_WEB.xml"
"NHPC Limited","70.95","29.05",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151884_340341_15102020102003_WEB.xml"
"Omax Autos Limited","56.75","43.24",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151885_340348_15102020102603_WEB.xml"
"S&S Power Switchgears Limited","49.79","50.21",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151887_340364_15102020104052_WEB.xml"
"S Chand And Company Limited","47.29","52.71",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151888_340373_15102020104504_WEB.xml"
"Cummins India Limited","51","49",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151889_340390_15102020105458_WEB.xml"
"Gujarat Gas Limited","60.89","39.11",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151890_340395_15102020105651_WEB.xml"
"Garden Silk Mills Limited","57.63","42.37",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151891_340399_15102020105817_WEB.xml"
"Amber Enterprises India Limited","40.27","59.73",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151893_340463_15102020112449_WEB.xml"
"Bannari Amman Sugars Limited","58.7","41.3",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151894_340468_15102020112749_WEB.xml"
"Sangam (India) Limited","55","45",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151895_340503_15102020114144_WEB.xml"
"EIH Limited","35.25","64.75",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151896_340511_15102020114408_WEB.xml"
"Gandhi Special Tubes Limited","73.39","26.61",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151897_340517_15102020114756_WEB.xml"
"Indo-National Limited","65.35","34.65",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151898_340524_15102020115020_WEB.xml"
"Alps Industries Limited","27.06","72.94",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151900_340578_15102020120805_WEB.xml"
"Zicom Electronic Security Systems Limited","4.38","95.61",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151901_340596_15102020121152_WEB.xml"
"Visu International Limited","14.42","85.58",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151902_340598_15102020121310_WEB.xml"
"Tata Motors Limited","7.24","92.76",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151904_340626_15102020122138_WEB.xml"
