,SYMBOL,COMPANY,REGULATION,NAME OF THE ACQUIRER/DISPOSER,CATEGORY OF PERSON,TYPE OF SECURITY (PRIOR),NO. OF SECURITY (PRIOR),% SHAREHOLDING (PRIOR),TYPE OF SECURITY (ACQUIRED/DISPLOSED),NO. OF SECURITIES (ACQUIRED/DISPLOSED),VALUE OF SECURITY (ACQUIRED/DISPLOSED),ACQUISITION/DISPOSAL TRANSACTION TYPE,TYPE OF SECURITY (POST),NO. OF SECURITY (POST),% POST,DATE OF ALLOTMENT/ACQUISITION FROM,DATE OF ALLOTMENT/ACQUISITION TO,DATE OF INITMATION TO COMPANY,MODE OF ACQUISITION,DERIVATIVE TYPE SECURITY,DERIVATIVE CONTRACT SPECIFICATION,NOTIONAL VALUE(BUY),NUMBER OF UNITS/CONTRACT LOT SIZE (BUY),NOTIONAL VALUE(SELL),NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL),EXCHANGE,REMARK,BROADCASTE DATE AND TIME,XBRL
7450,JSWSTEEL,JSW Steel Limited,7(2),Sahyog Holdings Private Limited,Promoter Group,Equity Shares,112067860,4.64,,1470000,412629000,Pledge Revoke,Equity Shares,112067860,4.64,28-Aug-2020,28-Aug-2020,31-Aug-2020,Revokation of Pledge,-,-,0,0,0,0,,-,02-Sep-2020 12:21,https://archives.nseindia.com/corporate/xbrl/IT_1078077_312902_02092020122135_WEB.xml
7451,JSWSTEEL,JSW Steel Limited,7(2),Danta Enterprises Private Limited,Promoter Group,Equity Shares,60368250,2.5,,300000,80970000,Pledge Revoke,Equity Shares,60368250,2.5,31-Aug-2020,31-Aug-2020,01-Sep-2020,Revokation of Pledge,-,-,0,0,0,0,,-,02-Sep-2020 12:21,https://archives.nseindia.com/corporate/xbrl/IT_1078077_312902_02092020122135_WEB.xml
7452,JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ? ESOP Plan 2016 A/c,Other,Equity Shares,14041609,0.58,,41528,11148492,Sell,Equity Shares,14000081,0.58,31-Aug-2020,31-Aug-2020,02-Sep-2020,Market Sale,-,-,0,0,0,0,NSE,-,02-Sep-2020 12:21,https://archives.nseindia.com/corporate/xbrl/IT_1078077_312902_02092020122135_WEB.xml
7453,IEX,Indian Energy Exchange Limited,7(2),AYAZ ABDUL AZIZ ARBANI,Employees/Designated Employees,Equity Shares,13750,0.0,,1800,345431,Sell,Equity Shares,11950,0.0,27-Aug-2020,31-Aug-2020,31-Aug-2020,Market Sale,-,-,0,0,0,0,NSE,-,02-Sep-2020 11:10,https://archives.nseindia.com/corporate/xbrl/IT_1078075_312889_02092020111026_WEB.xml
7454,SKMEGGPROD,SKM Egg Products Export (India) Limited,7(2),SKM Shree Shivkumar,Promoters,Equity Shares,12463472,47.34,,8000,376234,Buy,Equity Shares,12471472,47.37,01-Sep-2020,01-Sep-2020,02-Sep-2020,Market Purchase,-,-,0,0,0,0,NSE,-,02-Sep-2020 10:41,https://archives.nseindia.com/corporate/xbrl/IT_1078073_312876_02092020104157_WEB.xml
7455,PALASHSECU,Palash Securities Limited,7(2),RONSON TRADERS LTD,Promoter Group,Equity Shares,465413,4.66,,6692,189559,Buy,Equity Shares,472105,4.72,31-Aug-2020,31-Aug-2020,01-Sep-2020,Market Purchase,-,-,0,0,0,0,NSE,-,02-Sep-2020 10:28,https://archives.nseindia.com/corporate/xbrl/IT_1078071_312871_02092020102816_WEB.xml
7456,BAJFINANCE,Bajaj Finance Limited,7(2),Shri M M Muralidharan,Employees/Designated Employees,Equity Shares,212288,0.03,,1029,3730125,Sell,Equity Shares,211259,0.03,01-Sep-2020,01-Sep-2020,01-Sep-2020,Market Sale,-,-,0,0,0,0,NSE,-,02-Sep-2020 10:15,https://archives.nseindia.com/corporate/xbrl/IT_1078069_312868_02092020101551_WEB.xml
7457,BAJFINANCE,Bajaj Finance Limited,7(2),Shri Atul Jain,Employees/Designated Employees,Equity Shares,46600,0.0,,2500,9060000,Sell,Equity Shares,44100,0.0,01-Sep-2020,01-Sep-2020,01-Sep-2020,Market Sale,-,-,0,0,0,0,NSE,-,02-Sep-2020 10:15,https://archives.nseindia.com/corporate/xbrl/IT_1078069_312868_02092020101551_WEB.xml
7458,BAJFINANCE,Bajaj Finance Limited,7(2),Shri Atul Jain,Employees/Designated Employees,Equity Shares,48600,0.0,,2000,7452000,Sell,Equity Shares,46600,0.0,31-Aug-2020,31-Aug-2020,31-Aug-2020,Market Sale,-,-,0,0,0,0,NSE,-,02-Sep-2020 10:15,https://archives.nseindia.com/corporate/xbrl/IT_1078069_312868_02092020101551_WEB.xml
7459,BAJFINANCE,Bajaj Finance Limited,7(2),Shri M M Muralidharan,Employees/Designated Employees,Equity Shares,212488,0.03,,200,747000,Sell,Equity Shares,212288,0.03,31-Aug-2020,31-Aug-2020,01-Sep-2020,Market Sale,-,-,0,0,0,0,NSE,-,02-Sep-2020 10:15,https://archives.nseindia.com/corporate/xbrl/IT_1078069_312868_02092020101551_WEB.xml
7460,KSHITIJPOL,Kshitij Polyline Limited,7(2),HEMRAJ GALA,Promoters,Equity Shares,2281417,26.27,,32000,792000,Buy,Equity Shares,2313417,26.64,31-Aug-2020,31-Aug-2020,01-Sep-2020,Market Purchase,-,-,0,0,0,0,NSE,-,02-Sep-2020 10:13,https://archives.nseindia.com/corporate/xbrl/IT_1078068_312865_02092020101334_WEB.xml
7461,PARAGMILK,Parag Milk Foods Limited,7(2),Mr.Devendra P.Shah,Promoters,Equity Shares,15206400,18.08,,600000,63150000,Pledge Revoke,Equity Shares,15206400,18.08,01-Sep-2020,01-Sep-2020,01-Sep-2020,Revokation of Pledge,-,-,0,0,0,0,,-,02-Sep-2020 09:32,https://archives.nseindia.com/corporate/xbrl/IT_1078065_312860_02092020093243_WEB.xml
7462,PARAGMILK,Parag Milk Foods Limited,7(2),Mr. Pritam Prakash shah,Promoters,Equity Shares,9159888,10.89,,600000,63150000,Pledge Revoke,Equity Shares,9159888,10.89,01-Sep-2020,01-Sep-2020,01-Sep-2020,Revokation of Pledge,-,-,0,0,0,0,,-,02-Sep-2020 09:32,https://archives.nseindia.com/corporate/xbrl/IT_1078065_312860_02092020093243_WEB.xml
7463,PARAGMILK,Parag Milk Foods Limited,7(2),Mrs.Netra Pritam Shah,Promoter Group,Equity Shares,8867027,10.54,,800000,84200000,Pledge Revoke,Equity Shares,8867027,10.54,01-Sep-2020,01-Sep-2020,01-Sep-2020,Revokation of Pledge,-,-,0,0,0,0,,-,02-Sep-2020 09:32,https://archives.nseindia.com/corporate/xbrl/IT_1078065_312860_02092020093243_WEB.xml
7464,MANINFRA,Man Infraconstruction Limited,7(2),Manan P. Shah,Promoter Group,Equity Shares,13601497,5.49,,50000,1273280,Buy,Equity Shares,13651497,5.51,31-Aug-2020,31-Aug-2020,02-Sep-2020,Market Purchase,-,-,0,0,0,0,"BSE,NSE",-,02-Sep-2020 09:20,https://archives.nseindia.com/corporate/xbrl/IT_1078064_312856_02092020092036_WEB.xml
7465,MAJESCO,Majesco Limited,7(2),DHARMENDRAKUMAR GOVINDJI JOSHI,Employees/Designated Employees,Equity Shares,17500,0.06,,27500,7789650,Buy,Equity Shares,45000,0.15,31-Aug-2020,31-Aug-2020,01-Sep-2020,ESOP,-,-,0,0,0,0,,-,01-Sep-2020 23:59,https://archives.nseindia.com/corporate/xbrl/IT_1078061_312850_01092020115909_WEB.xml
7466,MAJESCO,Majesco Limited,7(2),RANJAN BALACHANDRA UCHIL,Employees/Designated Employees,Equity Shares,21054,0.07,,14900,5126738,Buy,Equity Shares,35954,0.12,31-Aug-2020,31-Aug-2020,01-Sep-2020,ESOP,-,-,0,0,0,0,,-,01-Sep-2020 23:59,https://archives.nseindia.com/corporate/xbrl/IT_1078061_312850_01092020115909_WEB.xml
7467,MAJESCO,Majesco Limited,7(2),PADMAKUMAR M P,Employees/Designated Employees,Equity Shares,7634,0.03,,8375,3912075,Buy,Equity Shares,16009,0.05,31-Aug-2020,31-Aug-2020,01-Sep-2020,ESOP,-,-,0,0,0,0,,-,01-Sep-2020 23:59,https://archives.nseindia.com/corporate/xbrl/IT_1078061_312850_01092020115909_WEB.xml
7468,MAJESCO,Majesco Limited,7(2),VIVEK VITHAL NAYAK,Employees/Designated Employees,Equity Shares,48562,0.17,,27750,9150500,Buy,Equity Shares,76312,0.26,31-Aug-2020,31-Aug-2020,01-Sep-2020,ESOP,-,-,0,0,0,0,,-,01-Sep-2020 23:59,https://archives.nseindia.com/corporate/xbrl/IT_1078061_312850_01092020115909_WEB.xml
7469,MAJESCO,Majesco Limited,7(2),DIPEN GIRISH KANABAR,Employees/Designated Employees,Equity Shares,7700,0.03,,22500,7649938,Buy,Equity Shares,30200,0.1,31-Aug-2020,31-Aug-2020,01-Sep-2020,ESOP,-,-,0,0,0,0,,-,01-Sep-2020 23:59,https://archives.nseindia.com/corporate/xbrl/IT_1078061_312850_01092020115909_WEB.xml
7470,MAJESCO,Majesco Limited,7(2),SIDDHARTH PRABHAKAR KOTWAL,Employees/Designated Employees,Equity Shares,25000,0.09,,27500,8942500,Buy,Equity Shares,52500,0.18,31-Aug-2020,31-Aug-2020,01-Sep-2020,ESOP,-,-,0,0,0,0,,-,01-Sep-2020 23:59,https://archives.nseindia.com/corporate/xbrl/IT_1078061_312850_01092020115909_WEB.xml
7471,MAJESCO,Majesco Limited,7(2),GEOGY ABRAHAM,Employees/Designated Employees,Equity Shares,4400,0.02,,29250,7935023,Buy,Equity Shares,33650,0.11,31-Aug-2020,31-Aug-2020,01-Sep-2020,ESOP,-,-,0,0,0,0,,-,01-Sep-2020 23:59,https://archives.nseindia.com/corporate/xbrl/IT_1078061_312850_01092020115909_WEB.xml
7472,MAJESCO,Majesco Limited,7(2),NAGAPPA PANDURANG PAI,Employees/Designated Employees,Equity Shares,1380,0.0,,5000,1660000,Buy,Equity Shares,6380,0.02,31-Aug-2020,31-Aug-2020,01-Sep-2020,ESOP,-,-,0,0,0,0,,-,01-Sep-2020 23:59,https://archives.nseindia.com/corporate/xbrl/IT_1078061_312850_01092020115909_WEB.xml
7473,MAJESCO,Majesco Limited,7(2),NIRAJ BALKRISHNA BHAI TRIVEDI,Employees/Designated Employees,Equity Shares,Nil,0.0,,20625,7893625,Buy,Equity Shares,20625,0.07,31-Aug-2020,31-Aug-2020,01-Sep-2020,ESOP,-,-,0,0,0,0,,-,01-Sep-2020 23:59,https://archives.nseindia.com/corporate/xbrl/IT_1078061_312850_01092020115909_WEB.xml
7474,SUNPHARMA,Sun Pharmaceutical Industries Limited,7(2),Shanghvi Finance Private Limied,Promoter Group,Equity Shares,967051732,40.3,,60000,33348000,Pledge Revoke,Equity Shares,967051732,40.3,28-Aug-2020,28-Aug-2020,31-Aug-2020,Revokation of Pledge,-,-,0,0,0,0,,-,01-Sep-2020 23:27,https://archives.nseindia.com/corporate/xbrl/IT_1078059_312844_01092020112757_WEB.xml
7475,SUNPHARMA,Sun Pharmaceutical Industries Limited,7(2),Shanghvi Finance Private Limied,Promoter Group,Equity Shares,967051732,40.3,,250000,138950000,Pledge Revoke,Equity Shares,967051732,40.3,28-Aug-2020,28-Aug-2020,31-Aug-2020,Revokation of Pledge,-,-,0,0,0,0,,-,01-Sep-2020 23:27,https://archives.nseindia.com/corporate/xbrl/IT_1078059_312844_01092020112757_WEB.xml
7476,HINDZINC,Hindustan Zinc Limited,7(2),Vedanta Limited,Promoters,Equity Shares,2743154310,64.92,,626192276,143210173521,Pledge,Equity Shares,2743154310,64.92,28-Aug-2020,28-Aug-2020,01-Sep-2020,Pledge Creation,-,-,0,0,0,0,,-,01-Sep-2020 21:28,https://archives.nseindia.com/corporate/xbrl/IT_1078057_312836_01092020092850_WEB.xml
7477,RELIANCE,Reliance Industries Limited,7(2),Pradeep Kumar Jain,Other,Equity Shares,42700,0.0,,200,418134,Sell,Equity Shares,42500,0.0,24-Aug-2020,24-Aug-2020,25-Aug-2020,Market Sale,-,-,0,0,0,0,NSE,-,01-Sep-2020 20:22,https://archives.nseindia.com/corporate/xbrl/IT_1078055_312814_01092020082159_WEB.xml
7478,RELIANCE,Reliance Industries Limited,7(2),Pradeep Kumar Jain,Other,Equity Shares,42300,0.0,,400,844416,Sell,Equity Shares,41900,0.0,28-Aug-2020,28-Aug-2020,31-Aug-2020,Market Sale,-,-,0,0,0,0,NSE,-,01-Sep-2020 20:22,https://archives.nseindia.com/corporate/xbrl/IT_1078055_312814_01092020082159_WEB.xml
7479,RELIANCE,Reliance Industries Limited,7(2),Nasib Kapoor,Immediate relative,Equity Shares,Nil,0.0,,10000,12440054,Buy,Equity Shares,10000,0.0,27-Aug-2020,27-Aug-2020,31-Aug-2020,Market Purchase,-,-,0,0,0,0,NSE,-,01-Sep-2020 20:22,https://archives.nseindia.com/corporate/xbrl/IT_1078055_312814_01092020082159_WEB.xml
7480,RELIANCE,Reliance Industries Limited,7(2),Nasib Kapoor,Immediate relative,Equity Shares,10000,0.0,,10000,12266608,Buy,Equity Shares,20000,0.01,28-Aug-2020,28-Aug-2020,31-Aug-2020,Market Purchase,-,-,0,0,0,0,NSE,-,01-Sep-2020 20:22,https://archives.nseindia.com/corporate/xbrl/IT_1078055_312814_01092020082159_WEB.xml
7481,RELIANCE,Reliance Industries Limited,7(2),Pradeep Kumar Jain,Other,Equity Shares,42500,0.0,,200,424979,Sell,Equity Shares,42300,0.0,27-Aug-2020,27-Aug-2020,31-Aug-2020,Market Sale,-,-,0,0,0,0,NSE,-,01-Sep-2020 20:22,https://archives.nseindia.com/corporate/xbrl/IT_1078055_312814_01092020082159_WEB.xml
7482,CALSOFT,California Software Company Limited,7(2),VASUDEVAN MAHALINGAM,Promoters,Equity Shares,4872972,31.53,,360000,5400000,Buy,Equity Shares,5232972,33.86,31-Aug-2020,31-Aug-2020,01-Sep-2020,Others,-,-,0,0,0,0,,-,01-Sep-2020 20:19,https://archives.nseindia.com/corporate/xbrl/IT_1078053_312811_01092020081934_WEB.xml
7483,SYNGENE,Syngene International Limited,7(2),Seema Shah Ahuja,Employees/Designated Employees,Equity Shares,25704,0.01,,17136,8261265,Buy,Equity Shares,42840,0.01,31-Aug-2020,31-Aug-2020,31-Aug-2020,ESOP,-,-,0,0,0,0,,-,01-Sep-2020 20:08,https://archives.nseindia.com/corporate/xbrl/IT_1078051_312806_01092020080847_WEB.xml
7484,SYNGENE,Syngene International Limited,7(2),Anuj Goel,Other,Equity Shares,19278,0.0,,12852,6195949,Buy,Equity Shares,32130,0.01,31-Aug-2020,31-Aug-2020,31-Aug-2020,ESOP,-,-,0,0,0,0,,-,01-Sep-2020 20:08,https://archives.nseindia.com/corporate/xbrl/IT_1078051_312806_01092020080847_WEB.xml
7485,SYNGENE,Syngene International Limited,7(2),Ramakrishnan M S,Other,Equity Shares,19278,0.0,,12852,6195949,Buy,Equity Shares,32130,0.01,31-Aug-2020,31-Aug-2020,31-Aug-2020,ESOP,-,-,0,0,0,0,,-,01-Sep-2020 20:08,https://archives.nseindia.com/corporate/xbrl/IT_1078051_312806_01092020080847_WEB.xml
7486,SYNGENE,Syngene International Limited,7(2),BIOCON LIMITED EMPLOYEEWELFARE TRUST,Promoter Group,Equity Shares,1472646,0.37,,42840,20653164,Sell,Equity Shares,1429806,0.36,31-Aug-2020,31-Aug-2020,31-Aug-2020,ESOP,-,-,0,0,0,0,,-,01-Sep-2020 20:08,https://archives.nseindia.com/corporate/xbrl/IT_1078051_312806_01092020080847_WEB.xml
7487,ADANIPORTS,Adani Ports and Special Economic Zone Limited,7(2),Gautam S. Adani & Rajesh S Adani (On behalf of S. B. Adani Family Trust),Promoter Group,Equity Shares,799353935,39.34,,30799000,10956700000,Pledge Revoke,Equity Shares,799353935,39.34,31-Aug-2020,31-Aug-2020,01-Sep-2020,Revokation of Pledge,-,-,0,0,0,0,,-,01-Sep-2020 20:08,https://archives.nseindia.com/corporate/xbrl/IT_1078050_312804_01092020080834_WEB.xml
7488,INDUSINDBK,Indusind Bank Limited,7(2),VISWANATHAN MADHAVAN,Employees/Designated Employees,Equity Shares,8200,0.0,,2000,1200000,Sell,Equity Shares,6200,0.0,27-Aug-2020,27-Aug-2020,29-Aug-2020,Market Sale,-,-,0,0,0,0,NSE,-,01-Sep-2020 19:38,https://archives.nseindia.com/corporate/xbrl/IT_1078047_312795_01092020073800_WEB.xml
7489,PANAMAPET,Panama Petrochem Limited,7(2),BEGUMBNU AKBERALI RAYANI,Promoter Group,Equity Shares,2256628,3.73,,77674,4204385,Buy,Equity Shares,2334302,3.86,28-Aug-2020,01-Sep-2020,01-Sep-2020,Market Purchase,-,-,0,0,0,0,NSE,-,01-Sep-2020 19:36,https://archives.nseindia.com/corporate/xbrl/IT_1078046_312793_01092020073657_WEB.xml
7490,HDFC,Housing Development Finance Corporation Limited,7(2),KAMAKHAYA PRASHAD AGGARWAL,Employees/Designated Employees,Equity Shares,21621,0.0,,5000,9425000,Sell,Equity Shares,16621,0.0,28-Aug-2020,28-Aug-2020,31-Aug-2020,Market Sale,-,-,0,0,0,0,NSE,-,01-Sep-2020 19:21,https://archives.nseindia.com/corporate/xbrl/IT_1078043_312780_01092020072120_WEB.xml
7491,HDFC,Housing Development Finance Corporation Limited,7(2),PRAVEEN R SIKCHI,Employees/Designated Employees,Equity Shares,29354,0.0,,1500,2748900,Pledge,Equity Shares,29354,0.0,31-Aug-2020,31-Aug-2020,31-Aug-2020,Pledge Creation,-,-,0,0,0,0,,-,01-Sep-2020 19:21,https://archives.nseindia.com/corporate/xbrl/IT_1078043_312780_01092020072120_WEB.xml
7492,HDFC,Housing Development Finance Corporation Limited,7(2),RAMABHADRAN M,Other,Equity Shares,286141,0.02,,2000,3820000,Sell,Equity Shares,284141,0.02,31-Aug-2020,31-Aug-2020,31-Aug-2020,Market Sale,-,-,0,0,0,0,NSE,-,01-Sep-2020 19:21,https://archives.nseindia.com/corporate/xbrl/IT_1078043_312780_01092020072120_WEB.xml
7493,HDFC,Housing Development Finance Corporation Limited,7(2),GUPTA PROSENJIT,Other,Equity Shares,147311,0.01,,3000,5734440,Sell,Equity Shares,144311,0.01,31-Aug-2020,31-Aug-2020,31-Aug-2020,Market Sale,-,-,0,0,0,0,NSE,-,01-Sep-2020 19:21,https://archives.nseindia.com/corporate/xbrl/IT_1078043_312780_01092020072120_WEB.xml
7494,HDFC,Housing Development Finance Corporation Limited,7(2),MISTRY K M,Director,Equity Shares,731188,0.04,,5000,9535000,Sell,Equity Shares,726188,0.04,31-Aug-2020,31-Aug-2020,31-Aug-2020,Market Sale,-,-,0,0,0,0,NSE,-,01-Sep-2020 19:21,https://archives.nseindia.com/corporate/xbrl/IT_1078043_312780_01092020072120_WEB.xml
7495,HDFC,Housing Development Finance Corporation Limited,7(2),MYTHILI VENUGOPAL,Employees/Designated Employees,Equity Shares,11575,0.0,,10060,18932920,Pledge,Equity Shares,11575,0.0,28-Aug-2020,28-Aug-2020,31-Aug-2020,Pledge Creation,-,-,0,0,0,0,,-,01-Sep-2020 19:21,https://archives.nseindia.com/corporate/xbrl/IT_1078043_312780_01092020072120_WEB.xml
7496,HDFC,Housing Development Finance Corporation Limited,7(2),MYTHILI VENUGOPAL,Employees/Designated Employees,Equity Shares,11575,0.0,,500,933000,Pledge,Equity Shares,11575,0.0,27-Aug-2020,27-Aug-2020,31-Aug-2020,Pledge Creation,-,-,0,0,0,0,,-,01-Sep-2020 19:21,https://archives.nseindia.com/corporate/xbrl/IT_1078043_312780_01092020072120_WEB.xml
7497,HDFC,Housing Development Finance Corporation Limited,7(2),BHAGWAT SUSHIL PRABHAKAR,Employees/Designated Employees,Equity Shares,55020,0.0,,42500,80038125,Pledge,Equity Shares,55020,0.0,29-Aug-2020,29-Aug-2020,31-Aug-2020,Pledge Creation,-,-,0,0,0,0,,-,01-Sep-2020 19:21,https://archives.nseindia.com/corporate/xbrl/IT_1078043_312780_01092020072120_WEB.xml
7498,HDFC,Housing Development Finance Corporation Limited,7(2),RANGAN SRINIVASA V,Director,Equity Shares,373500,0.02,,27500,51345250,Sell,Equity Shares,346000,0.02,27-Aug-2020,27-Aug-2020,31-Aug-2020,Market Sale,-,-,0,0,0,0,NSE,-,01-Sep-2020 19:21,https://archives.nseindia.com/corporate/xbrl/IT_1078043_312780_01092020072120_WEB.xml
7499,HDFC,Housing Development Finance Corporation Limited,7(2),RANGAN SRINIVASA V,Director,Equity Shares,375000,0.02,,1500,2800650,Sell,Equity Shares,373500,0.02,27-Aug-2020,27-Aug-2020,31-Aug-2020,Market Sale,-,-,0,0,0,0,NSE,-,01-Sep-2020 19:21,https://archives.nseindia.com/corporate/xbrl/IT_1078043_312780_01092020072120_WEB.xml
7500,HDFC,Housing Development Finance Corporation Limited,7(2),AGARWAL AJAY,Key Managerial Personnel,Equity Shares,37510,0.0,,30000,56403000,Pledge,Equity Shares,37510,0.0,28-Aug-2020,28-Aug-2020,28-Aug-2020,Pledge Creation,-,-,0,0,0,0,,-,01-Sep-2020 19:21,https://archives.nseindia.com/corporate/xbrl/IT_1078043_312780_01092020072120_WEB.xml
7501,HDFC,Housing Development Finance Corporation Limited,7(2),SARIKA REGE PAITHANKAR,Employees/Designated Employees,Equity Shares,15960,0.0,,2000,3776000,Sell,Equity Shares,13960,0.0,31-Aug-2020,31-Aug-2020,31-Aug-2020,Market Sale,-,-,0,0,0,0,NSE,-,01-Sep-2020 19:21,https://archives.nseindia.com/corporate/xbrl/IT_1078043_312780_01092020072120_WEB.xml
7502,TECHM,Tech Mahindra Limited,7(2),Rajesh Ethakur Plakkote,Employees/Designated Employees,Equity Shares,31257,0.0,,2500,1284000,Buy,Equity Shares,33757,0.0,27-Aug-2020,27-Aug-2020,31-Aug-2020,ESOP,-,-,0,0,0,0,,-,01-Sep-2020 19:17,https://archives.nseindia.com/corporate/xbrl/IT_1078041_312777_01092020071758_WEB.xml
7503,TECHM,Tech Mahindra Limited,7(2),Aloke Palsikar,Employees/Designated Employees,Equity Shares,3990,0.0,,300,231300,Sell,Equity Shares,3690,0.0,31-Aug-2020,31-Aug-2020,01-Sep-2020,Market Sale,-,-,0,0,0,0,NSE,-,01-Sep-2020 19:17,https://archives.nseindia.com/corporate/xbrl/IT_1078041_312777_01092020071758_WEB.xml
7504,KARURVYSYA,Karur Vysya Bank Limited,7(2),A K Kasthuri,Promoter Group,Equity Shares,66156,0.01,,1000,36175,Buy,Equity Shares,67156,0.01,19-Aug-2020,19-Aug-2020,28-Aug-2020,Market Purchase,-,-,0,0,0,0,BSE,-,01-Sep-2020 18:42,https://archives.nseindia.com/corporate/xbrl/IT_1078039_312771_01092020064207_WEB.xml
7505,BSOFT,BIRLASOFT LIMITED,7(2),Samit Deb,Other,Equity Shares,169824,0.06,,8000,1422800,Sell,Equity Shares,161824,0.06,26-Aug-2020,26-Aug-2020,01-Sep-2020,Market Sale,-,-,0,0,0,0,NSE,-,01-Sep-2020 18:26,https://archives.nseindia.com/corporate/xbrl/IT_1078037_312768_01092020062649_WEB.xml
7506,BSOFT,BIRLASOFT LIMITED,7(2),Samit Deb,Other,Equity Shares,181824,0.07,,12000,2082000,Sell,Equity Shares,169824,0.06,24-Aug-2020,24-Aug-2020,01-Sep-2020,Market Sale,-,-,0,0,0,0,NSE,-,01-Sep-2020 18:26,https://archives.nseindia.com/corporate/xbrl/IT_1078037_312768_01092020062649_WEB.xml
7507,TCNSBRANDS,TCNS Clothing Co. Limited,7(2),SREYASHEE HALDER,Employees/Designated Employees,Equity Shares,159852,0.26,,2500,1129330,Sell,Equity Shares,157352,0.25,28-Aug-2020,31-Aug-2020,01-Sep-2020,Market Sale,-,-,0,0,0,0,NSE,-,01-Sep-2020 18:25,https://archives.nseindia.com/corporate/xbrl/IT_1078035_312765_01092020062510_WEB.xml
7508,TCNSBRANDS,TCNS Clothing Co. Limited,7(2),ARINDAM CHAKRAVORTY,Employees/Designated Employees,Equity Shares,87810,0.14,,500,227500,Sell,Equity Shares,87310,0.14,31-Aug-2020,31-Aug-2020,01-Sep-2020,Market Sale,-,-,0,0,0,0,NSE,-,01-Sep-2020 18:25,https://archives.nseindia.com/corporate/xbrl/IT_1078035_312765_01092020062510_WEB.xml
7509,AUBANK,AU Small Finance Bank Limited,7(2),Raj Kumar Sharma,Employees/Designated Employees,Equity Shares,52717,0.02,,1000,742500,Sell,Equity Shares,51717,0.02,28-Aug-2020,28-Aug-2020,31-Aug-2020,Market Sale,-,-,0,0,0,0,NSE,-,01-Sep-2020 18:21,https://archives.nseindia.com/corporate/xbrl/IT_1078033_312760_01092020062111_WEB.xml
7510,CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,7(2),THE HINDUSTAN TIMES LIMITED,Promoters,Equity Shares,58472773,14.05,,60000,9308468,Buy,Equity Shares,58532773,14.06,28-Aug-2020,28-Aug-2020,31-Aug-2020,Market Purchase,-,-,0,0,0,0,NSE,-,01-Sep-2020 18:14,https://archives.nseindia.com/corporate/xbrl/IT_1078031_312755_01092020061451_WEB.xml
7511,CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,7(2),THE HINDUSTAN TIMES LIMITED,Promoters,Equity Shares,58532773,14.06,,110000,16532155,Buy,Equity Shares,58642773,14.09,31-Aug-2020,31-Aug-2020,01-Sep-2020,Market Purchase,-,-,0,0,0,0,NSE,-,01-Sep-2020 18:14,https://archives.nseindia.com/corporate/xbrl/IT_1078031_312755_01092020061451_WEB.xml
7512,ORIENTCEM,Orient Cement Limited,7(2),Shekhavati Investments and Traders Limited,Promoters,Equity Shares,12320865,6.01,,1800000,1800000,Pledge,Equity Shares,12320865,6.01,28-Aug-2020,28-Aug-2020,01-Sep-2020,Pledge Creation,-,-,0,0,0,0,,-,01-Sep-2020 18:12,https://archives.nseindia.com/corporate/xbrl/IT_1078029_312752_01092020061200_WEB.xml
7513,TWL,Titagarh Wagons Limited,7(2),JAGDISH PRASAD CHOWDHARY (TRUSTEE OF CHOWDHARY FOUNDATION),Promoters,Equity Shares,5650001,4.89,,12551874,0,Buy,Equity Shares,18201875,15.74,28-Aug-2020,28-Aug-2020,01-Sep-2020,Gift,-,-,0,0,0,0,,-,01-Sep-2020 18:10,https://archives.nseindia.com/corporate/xbrl/IT_1078028_312749_01092020061039_WEB.xml
7514,TWL,Titagarh Wagons Limited,7(2),JAGDISH PRASAD CHOWDHARY,Promoters,Equity Shares,156540,0.14,,85840,0,Sell,Equity Shares,70700,0.06,28-Aug-2020,28-Aug-2020,01-Sep-2020,Gift,-,-,0,0,0,0,,-,01-Sep-2020 18:10,https://archives.nseindia.com/corporate/xbrl/IT_1078028_312749_01092020061039_WEB.xml
7515,TWL,Titagarh Wagons Limited,7(2),SAVITRI DEVI CHOWDHARY,Promoters,Equity Shares,12466034,10.78,,12466034,0,Sell,Equity Shares,Nil,0.0,28-Aug-2020,28-Aug-2020,01-Sep-2020,Gift,-,-,0,0,0,0,,-,01-Sep-2020 18:10,https://archives.nseindia.com/corporate/xbrl/IT_1078028_312749_01092020061039_WEB.xml
7516,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,7(2),Aman Sharma,Employees/Designated Employees,Equity Shares,43805,0.01,,13790,3447500,Pledge Revoke,Equity Shares,43805,0.01,28-Aug-2020,28-Aug-2020,28-Aug-2020,Revokation of Pledge,-,-,0,0,0,0,,-,01-Sep-2020 18:06,https://archives.nseindia.com/corporate/xbrl/IT_1078026_312746_01092020060605_WEB.xml
7517,NCLIND,NCL Industries Limited,7(2),Divya Penumacha,Promoter Group,Equity Shares,348521,0.77,,1000,96000,Buy,Equity Shares,349521,0.77,01-Sep-2020,01-Sep-2020,01-Sep-2020,Market Purchase,-,-,0,0,0,0,NSE,-,01-Sep-2020 18:05,https://archives.nseindia.com/corporate/xbrl/IT_1078025_312744_01092020060558_WEB.xml
